FK_Sale,TransactionDate,FK_Customer,FK_Product,FK_Store,Quantity,UnitPrice,TotalAmount,FK_Status,FK_Employee
5021,2021-11-05,16,6,4,4,26.85,107.4,4,14
5022,2021-11-10,3,1,4,2,1298.19,2596.38,4,13
5023,2021-11-24,1,1,4,4,1201.91,4807.64,4,12
5024,2021-11-15,17,5,4,1,17.82,17.82,4,13
5025,2021-11-10,10,16,4,4,19.99,79.96,4,12
5026,2021-11-02,9,11,4,1,449.99,449.99,4,12
5027,2021-11-16,8,2,4,1,124.99,124.99,4,12
5028,2021-11-22,9,10,4,3,36.01,108.03,3,14
5029,2021-11-21,25,2,4,2,116.99,233.98,4,13
5030,2021-11-22,3,13,5,1,74.88,74.88,4,15
5031,2021-11-02,8,16,5,1,16.68,16.68,4,15
5032,2021-11-15,14,7,5,5,90.99,454.95,4,15
5033,2021-11-19,29,19,5,4,33.53,134.12,1,15
5034,2021-11-19,16,13,5,1,74.99,74.99,4,17
5035,2021-11-07,4,1,5,1,942.29,942.29,4,17
5036,2021-11-07,28,14,5,3,203.99,611.97,4,17
5037,2021-11-08,29,10,5,2,41.99,83.98,2,15
5038,2021-11-04,27,5,5,1,18.4,18.4,4,15
5039,2021-11-27,27,8,5,2,62.95,125.9,4,16
5040,2021-11-27,18,15,5,1,30.99,30.99,4,17
5041,2021-11-17,15,20,5,3,20.99,62.97,4,16
5042,2021-11-30,22,4,5,1,101.59,101.59,4,15
5043,2021-11-04,21,13,5,1,86.77,86.77,4,15
5044,2021-11-11,29,6,5,1,32.99,32.99,4,16
5045,2021-11-16,23,19,5,1,31.99,31.99,4,16
5046,2021-11-25,15,4,5,1,260.35,260.35,4,17
5047,2021-11-17,28,10,5,1,45.77,45.77,4,16
5048,2021-11-02,27,16,5,1,9.67,9.67,4,17
5049,2021-11-11,16,16,5,3,15.99,47.97,4,15
5050,2021-11-14,14,6,5,5,24.99,124.95,4,16
5051,2021-11-28,18,18,5,5,13.54,67.7,4,15
5052,2021-11-03,8,18,5,2,14.99,29.98,4,16
5053,2021-11-17,2,20,5,4,22.38,89.52,4,15
5054,2021-11-07,28,15,5,3,62.99,188.97,4,15
5055,2021-11-29,9,7,5,2,85.99,171.98,4,16
5056,2021-11-11,28,16,5,4,18.21,72.84,4,17
5057,2021-11-01,7,17,5,5,54.83,274.15,4,15
5058,2021-11-15,4,3,6,2,126.17,252.34,4,20
5059,2021-11-23,21,10,6,2,47.51,95.02,4,19
5060,2021-11-24,29,17,6,2,19.89,39.78,4,18
5061,2021-11-09,25,9,6,3,159.36,478.08,1,19
5062,2021-11-30,20,3,6,1,115.99,115.99,4,18
5063,2021-11-23,30,20,6,1,28.29,28.29,4,20
5064,2021-11-25,13,20,6,1,32.99,32.99,4,18
5065,2021-11-30,9,10,6,1,31.58,31.58,4,19
5066,2021-11-18,29,19,6,1,32.99,32.99,4,18
5067,2021-11-13,7,5,6,2,16.99,33.98,4,18
5068,2021-11-28,10,13,6,2,99.4,198.8,4,19
5069,2021-11-04,26,8,6,2,51.99,103.98,4,20
5070,2021-11-25,12,16,6,2,10.76,21.52,4,18
5071,2021-11-11,21,7,6,1,91.53,91.53,4,18
5072,2021-11-28,6,19,6,1,17.99,17.99,4,18
5073,2021-11-17,21,13,6,1,76.35,76.35,4,20
5074,2021-11-07,7,2,6,1,92.99,92.99,1,18
5075,2021-11-24,29,7,6,2,50.57,101.14,4,18
5076,2021-11-13,2,6,6,3,16.38,49.14,4,20
5077,2021-11-19,3,2,6,3,68.16,204.48,4,19
5078,2021-11-28,2,20,6,5,15.71,78.55,2,18
5079,2021-11-08,14,16,6,5,23.54,117.7,4,18
5080,2021-11-11,10,6,6,2,17.61,35.22,4,18
5081,2021-11-13,29,4,6,1,250.99,250.99,2,20
5082,2021-11-17,2,8,7,3,74.54,223.62,4,22
5083,2021-11-26,28,2,7,4,72.7,290.8,4,22
5084,2021-11-15,22,5,7,1,25.59,25.59,4,22
5085,2021-11-24,27,7,7,4,79.52,318.08,4,21
5086,2021-11-21,18,10,7,1,47.83,47.83,4,22
5087,2021-11-05,14,19,7,1,18.44,18.44,4,22
5088,2021-11-07,19,17,7,1,45.73,45.73,1,21
5089,2021-11-26,30,2,7,3,109.48,328.44,4,21
5090,2021-11-06,22,5,7,5,21.77,108.85,4,21
5091,2021-11-14,9,8,7,1,84.53,84.53,4,23
5092,2021-11-16,9,16,7,2,12.99,25.98,4,22
5093,2021-11-06,26,11,7,3,351.45,1054.35,4,23
5094,2021-11-01,6,17,7,5,50.99,254.95,4,23
5095,2021-11-06,19,2,7,1,57.85,57.85,4,23
5096,2021-11-01,27,3,7,2,101.99,203.98,2,21
5097,2021-11-25,24,2,7,5,59.87,299.35,4,21
5098,2021-11-08,10,18,7,1,16.82,16.82,4,21
5099,2021-11-02,6,16,7,1,13.99,13.99,4,22
5100,2021-11-18,10,5,7,1,27.25,27.25,4,22
5101,2021-11-27,21,5,7,1,13.21,13.21,4,22
5102,2021-11-27,25,16,8,3,8.0,24.0,2,25
5103,2021-11-21,4,5,8,2,22.11,44.22,4,25
5104,2021-11-02,26,10,8,1,31.29,31.29,4,24
5105,2021-11-17,22,18,8,1,7.0,7.0,4,24
5106,2021-11-30,16,5,8,1,21.29,21.29,4,24
5107,2021-11-16,8,12,8,3,634.83,1904.49,4,24
5108,2021-11-23,7,1,8,1,1115.72,1115.72,4,25
5109,2021-11-30,13,19,8,3,25.99,77.97,4,25
5110,2021-11-09,13,13,8,5,73.99,369.95,4,25
5111,2021-11-02,28,16,8,1,10.37,10.37,4,25
5112,2021-11-07,20,8,8,2,34.85,69.7,4,24
5113,2021-11-18,19,15,8,1,40.99,40.99,4,25
5114,2021-11-13,13,1,8,2,1062.99,2125.98,4,25
5115,2021-11-14,18,11,8,1,508.2,508.2,4,24
5116,2021-11-17,11,2,8,1,99.99,99.99,4,24
5117,2021-11-16,9,7,8,2,145.71,291.42,4,24
5118,2021-11-08,20,1,8,1,1019.02,1019.02,4,25
5119,2021-11-13,21,2,8,1,97.01,97.01,4,25
5120,2021-11-08,28,6,8,1,15.6,15.6,4,24
5121,2021-11-24,11,6,8,3,14.24,42.72,4,25
5122,2021-11-15,25,2,9,5,52.19,260.95,4,28
5123,2021-11-03,12,13,9,5,65.91,329.55,4,27
5124,2021-11-20,25,7,9,3,133.99,401.97,4,26
5125,2021-11-07,13,19,9,4,31.99,127.96,3,28
5126,2021-11-01,4,6,9,3,33.99,101.97,4,28
5127,2021-11-09,2,18,9,4,17.94,71.76,4,27
5128,2021-11-17,17,15,9,3,77.11,231.33,4,27
5129,2021-11-30,4,13,9,1,75.99,75.99,4,27
5130,2021-11-25,2,2,9,2,75.55,151.1,4,27
5131,2021-11-14,30,8,9,5,49.64,248.2,4,26
5132,2021-11-18,18,18,9,4,13.99,55.96,4,26
5133,2021-11-25,21,11,9,2,567.99,1135.98,4,28
5134,2021-11-22,20,13,9,1,80.99,80.99,4,27
5135,2021-11-22,25,20,9,4,19.41,77.64,2,27
5136,2021-11-07,14,9,9,1,110.71,110.71,4,26
5137,2021-11-01,4,10,9,3,61.99,185.97,4,27
5138,2021-11-28,24,3,9,1,64.91,64.91,2,27
5139,2021-11-12,5,8,9,3,87.99,263.97,4,26
5140,2021-11-25,25,2,9,2,95.74,191.48,4,28
5141,2021-11-24,22,11,9,3,355.93,1067.79,4,27
5142,2021-11-09,19,5,9,2,25.46,50.92,4,28
5143,2021-11-12,28,3,9,4,106.99,427.96,4,28
5144,2021-11-21,11,17,9,2,52.83,105.66,4,27
5145,2021-11-27,22,11,9,1,482.39,482.39,4,28
5146,2021-11-27,7,16,9,3,10.29,30.87,4,28
5147,2021-11-26,26,8,9,2,59.99,119.98,4,27
5148,2021-11-25,16,14,9,4,203.99,815.96,4,27
5149,2021-11-06,26,7,9,1,62.3,62.3,4,26
5150,2021-11-13,15,18,9,1,15.99,15.99,4,27
5151,2021-11-05,19,18,9,3,12.62,37.86,4,28
5152,2021-11-11,28,1,10,1,1215.99,1215.99,4,30
5153,2021-11-30,10,1,10,2,1176.44,2352.88,4,29
5154,2021-11-15,30,8,10,4,52.99,211.96,4,29
5155,2021-11-08,13,20,10,5,19.99,99.95,4,31
5156,2021-11-14,16,6,10,1,9.99,9.99,4,29
5157,2021-11-29,21,10,10,3,45.99,137.97,4,29
5158,2021-11-04,26,6,10,1,25.99,25.99,4,31
5159,2021-11-08,23,5,10,4,17.99,71.96,4,31
5160,2021-11-26,2,16,10,2,15.02,30.04,4,31
5161,2021-11-21,8,1,10,2,965.63,1931.26,4,31
5162,2021-11-23,19,18,10,1,8.99,8.99,4,30
5163,2021-11-24,3,8,10,2,25.77,51.54,3,30
5164,2021-11-02,15,20,10,1,20.26,20.26,4,29
5165,2021-11-18,30,16,10,2,11.99,23.98,4,31
5166,2021-11-14,4,3,10,2,157.99,315.98,4,29
5167,2021-11-16,6,1,10,5,819.99,4099.95,4,31
5168,2021-11-26,3,5,10,3,15.87,47.61,4,29
5169,2021-11-28,18,20,10,2,18.85,37.7,4,31
5170,2021-11-20,13,4,10,1,102.99,102.99,4,29
5171,2021-11-22,12,7,10,2,132.75,265.5,4,29
5172,2021-11-23,3,20,10,1,37.99,37.99,4,31
5173,2021-11-03,6,18,10,3,10.21,30.63,4,30
5174,2021-11-11,1,10,10,1,68.74,68.74,4,31
5175,2021-11-07,14,19,11,2,30.99,61.98,4,32
5176,2021-11-23,14,17,11,1,47.99,47.99,4,33
5177,2021-11-09,25,19,11,1,29.99,29.99,4,33
5178,2021-11-04,23,5,11,1,22.99,22.99,4,32
5179,2021-11-09,27,2,11,1,110.44,110.44,4,33
5180,2021-11-25,21,19,11,3,36.36,109.08,4,32
5181,2021-11-30,1,13,11,2,40.45,80.9,4,32
5182,2021-11-20,11,18,11,2,9.99,19.98,4,32
5183,2021-11-27,2,1,11,3,1333.99,4001.97,4,32
5184,2021-11-23,21,5,11,3,19.99,59.97,4,33
5185,2021-11-04,3,17,11,2,32.99,65.98,1,32
5186,2021-11-21,30,2,11,4,126.02,504.08,4,33
5187,2021-11-05,5,10,11,2,62.99,125.98,4,33
5188,2021-11-15,9,17,11,2,42.99,85.98,1,33
5189,2021-11-13,19,1,11,1,933.46,933.46,4,32
5190,2021-11-14,22,7,11,2,147.99,295.98,4,33
5191,2021-11-12,28,9,11,1,106.1,106.1,4,32
5192,2021-11-02,30,6,11,1,10.99,10.99,2,33
5193,2021-11-05,23,18,11,1,17.65,17.65,4,33
5194,2021-11-01,5,9,12,4,196.27,785.08,4,35
5195,2021-11-09,6,3,12,1,80.76,80.76,4,35
5196,2021-11-27,12,19,12,1,26.99,26.99,4,35
5197,2021-11-23,17,6,12,2,17.12,34.24,4,34
5198,2021-11-12,27,5,12,4,22.51,90.04,4,35
5199,2021-11-19,17,11,12,2,254.31,508.62,4,34
5200,2021-11-20,12,5,12,3,28.04,84.12,4,35
5201,2021-11-08,8,8,12,3,54.99,164.97,4,34
5202,2021-11-18,24,5,12,5,21.7,108.5,4,35
5203,2021-11-24,2,17,12,4,47.2,188.8,4,34
5204,2021-11-29,3,10,12,2,55.99,111.98,4,35
5205,2021-11-10,30,7,12,1,91.52,91.52,4,34
5206,2021-11-15,12,5,12,1,28.88,28.88,4,34
5207,2021-11-08,1,14,12,1,134.75,134.75,4,34
5208,2021-11-14,24,18,12,5,17.28,86.4,4,35
5209,2021-11-14,24,14,12,2,194.99,389.98,1,35
5210,2021-11-03,2,15,12,1,41.99,41.99,4,35
5211,2021-11-28,13,11,12,3,473.84,1421.52,4,34
5212,2021-11-26,12,14,12,1,238.98,238.98,4,34
5213,2021-11-11,8,5,13,1,13.99,13.99,4,38
5214,2021-11-16,6,9,13,2,116.07,232.14,1,37
5215,2021-11-22,17,17,13,1,22.59,22.59,4,37
5216,2021-11-14,8,20,13,1,28.87,28.87,4,38
5217,2021-11-25,18,10,13,4,36.05,144.2,4,38
5218,2021-11-26,15,15,13,4,66.55,266.2,4,37
5219,2021-11-08,17,7,13,1,130.99,130.99,4,38
5220,2021-11-23,27,20,13,3,17.99,53.97,4,36
5221,2021-11-21,30,2,13,1,55.5,55.5,4,37
5222,2021-11-21,10,9,13,3,126.86,380.58,4,37
5223,2021-11-03,25,10,13,2,46.38,92.76,4,38
5224,2021-11-03,28,18,13,1,15.62,15.62,4,38
5225,2021-11-26,23,13,13,1,83.82,83.82,4,36
5226,2021-11-21,21,6,13,1,15.99,15.99,4,36
5227,2021-11-14,22,3,13,2,136.99,273.98,4,36
5228,2021-11-10,19,16,13,4,18.86,75.44,4,38
5229,2021-11-18,5,14,13,1,181.52,181.52,1,36
5230,2021-11-04,6,16,13,3,18.68,56.04,4,38
5231,2021-11-11,16,3,13,2,69.77,139.54,4,37
5232,2021-11-25,23,2,13,2,99.6,199.2,4,37
5233,2021-11-01,1,15,13,3,65.99,197.97,4,36
5234,2021-11-29,6,4,13,1,270.56,270.56,4,38
5235,2021-11-24,13,15,13,1,68.55,68.55,4,37
5236,2021-11-07,12,18,13,2,13.99,27.98,4,36
5237,2021-11-06,28,15,13,1,84.99,84.99,4,37
5238,2021-11-15,15,7,13,2,96.99,193.98,4,38
5239,2021-11-27,26,3,13,2,106.99,213.98,4,37
5240,2021-11-01,21,6,13,2,10.99,21.98,4,38
5241,2021-11-03,22,14,13,1,175.5,175.5,4,38
5242,2021-11-22,20,20,14,2,20.99,41.98,4,39
5243,2021-11-14,16,13,14,2,102.49,204.98,4,40
5244,2021-11-15,30,3,14,1,81.99,81.99,4,39
5245,2021-11-26,24,5,14,1,14.99,14.99,4,39
5246,2021-11-28,12,19,14,4,22.15,88.6,4,39
5247,2021-11-13,11,9,14,2,140.99,281.98,2,39
5248,2021-11-06,8,10,14,3,61.99,185.97,4,40
5249,2021-11-24,3,15,14,3,34.29,102.87,4,39
5250,2021-11-20,13,5,14,1,19.99,19.99,4,39
5251,2021-11-15,23,6,14,1,24.08,24.08,4,40
5252,2021-11-03,27,14,14,2,246.99,493.98,3,40
5253,2021-11-13,5,5,14,3,10.08,30.24,4,39
5254,2021-11-02,15,8,14,4,78.71,314.84,3,39
5255,2021-11-21,28,7,14,4,124.66,498.64,4,39
5256,2021-11-22,20,14,14,1,123.01,123.01,4,40
5257,2021-11-25,11,17,14,2,34.99,69.98,4,40
5258,2021-11-17,23,13,14,2,117.86,235.72,4,39
5259,2021-11-13,20,13,14,1,94.99,94.99,4,39
5260,2021-11-16,22,1,14,2,929.13,1858.26,1,39
5261,2021-11-13,7,10,15,3,44.99,134.97,4,42
5262,2021-11-25,18,11,15,1,422.99,422.99,4,42
5263,2021-11-20,17,20,15,1,30.99,30.99,4,42
5264,2021-11-12,25,17,15,2,42.99,85.98,4,41
5265,2021-11-20,8,4,15,1,124.93,124.93,4,42
5266,2021-11-22,29,2,15,1,110.99,110.99,4,42
5267,2021-11-25,6,18,15,3,10.99,32.97,4,41
5268,2021-11-17,4,13,15,3,54.51,163.53,4,42
5269,2021-11-14,6,6,15,2,17.05,34.1,4,42
5270,2021-11-09,11,15,15,2,38.05,76.1,1,41
5271,2021-11-30,18,20,15,3,15.38,46.14,4,42
5272,2021-11-16,24,6,15,3,33.49,100.47,4,42
5273,2021-11-11,21,10,15,1,29.0,29.0,4,41
5274,2021-11-18,27,18,15,2,12.9,25.8,4,42
5275,2021-11-14,7,2,15,2,110.76,221.52,4,42
5276,2021-11-07,26,18,15,2,10.97,21.94,4,42
5277,2021-11-27,9,8,15,5,37.71,188.55,4,42
5278,2021-11-05,28,4,15,4,132.99,531.96,4,42
5279,2021-12-12,7,1,1,1,1128.65,1128.65,4,4
5280,2021-12-11,6,2,1,2,49.69,99.38,2,1
5281,2021-12-05,1,16,1,4,18.27,73.08,4,4
5282,2021-12-09,19,7,1,2,156.42,312.84,3,4
5283,2021-12-25,11,16,1,2,9.49,18.98,4,1
5284,2021-12-24,14,5,1,1,17.82,17.82,4,3
5285,2021-12-15,17,17,1,4,50.4,201.6,4,3
5286,2021-12-26,18,14,1,5,138.59,692.95,4,3
5287,2021-12-13,14,2,1,4,73.99,295.96,4,2
5288,2021-12-16,8,9,1,2,78.99,157.98,4,4
5289,2021-12-15,13,8,1,3,82.99,248.97,4,1
5290,2021-12-19,16,18,1,1,14.11,14.11,4,3
5291,2021-12-08,6,3,2,2,60.99,121.98,4,5
5292,2021-12-11,24,6,2,2,18.87,37.74,4,5
5293,2021-12-11,3,16,2,1,21.99,21.99,4,6
5294,2021-12-22,16,16,2,5,10.99,54.95,4,5
5295,2021-12-30,25,2,2,1,65.17,65.17,4,8
5296,2021-12-23,16,7,2,4,139.33,557.32,2,7
5297,2021-12-26,6,4,2,2,282.25,564.5,4,5
5298,2021-12-25,21,14,2,2,226.99,453.98,4,8
5299,2021-12-16,15,20,2,1,30.46,30.46,4,8
5300,2021-12-21,24,17,3,4,49.44,197.76,4,9
5301,2021-12-22,16,12,3,3,863.97,2591.91,4,11
5302,2021-12-25,21,2,3,1,77.99,77.99,4,10
5303,2021-12-20,20,8,3,5,73.99,369.95,2,11
5304,2021-12-20,6,5,3,5,16.99,84.95,4,11
5305,2021-12-12,8,6,3,1,15.99,15.99,4,9
5306,2021-12-16,15,3,3,1,117.41,117.41,4,10
5307,2021-12-31,6,17,3,3,29.99,89.97,4,10
5308,2021-12-26,18,18,4,3,18.79,56.37,4,13
5309,2021-12-16,11,6,4,3,28.99,86.97,4,12
5310,2021-12-11,16,13,4,2,56.35,112.7,4,12
5311,2021-12-25,23,9,4,1,172.68,172.68,4,12
5312,2021-12-14,3,8,4,2,45.32,90.64,4,12
5313,2021-12-26,30,2,4,2,124.55,249.1,4,12
5314,2021-12-19,18,18,4,1,18.74,18.74,4,12
5315,2021-12-03,4,5,4,1,26.42,26.42,4,13
5316,2021-12-02,17,18,5,2,7.4,14.8,4,16
5317,2021-12-17,28,5,5,3,24.26,72.78,4,16
5318,2021-12-06,13,5,5,1,17.28,17.28,4,16
5319,2021-12-12,12,20,5,1,35.97,35.97,4,17
5320,2021-12-11,26,6,5,1,28.37,28.37,4,15
5321,2021-12-16,5,19,5,5,20.99,104.95,4,16
5322,2021-12-26,21,16,5,3,15.99,47.97,4,17
5323,2021-12-11,17,17,5,1,31.33,31.33,4,16
5324,2021-12-26,5,9,6,2,88.88,177.76,2,18
5325,2021-12-03,26,7,6,3,151.99,455.97,4,19
5326,2021-12-13,17,7,6,1,133.32,133.32,3,20
5327,2021-12-12,14,14,6,1,141.68,141.68,4,18
5328,2021-12-21,2,7,6,4,83.31,333.24,3,18
5329,2021-12-18,5,13,6,2,71.49,142.98,4,20
5330,2021-12-02,13,19,6,2,20.99,41.98,4,19
5331,2021-12-12,28,16,6,3,23.13,69.39,4,20
5332,2021-12-21,18,7,7,2,102.6,205.2,4,21
5333,2021-12-11,30,16,7,1,8.61,8.61,4,23
5334,2021-12-03,25,17,7,4,42.99,171.96,4,22
5335,2021-12-28,21,17,7,2,44.28,88.56,1,23
5336,2021-12-24,12,2,7,2,124.85,249.7,4,21
5337,2021-12-28,18,19,7,3,24.43,73.29,4,23
5338,2021-12-04,22,6,7,1,27.99,27.99,4,23
5339,2021-12-31,3,8,7,3,85.95,257.85,4,22
5340,2021-12-13,18,20,7,1,38.99,38.99,4,23
5341,2021-12-10,4,7,8,2,88.99,177.98,4,24
5342,2021-12-09,13,19,8,1,18.99,18.99,4,24
5343,2021-12-14,15,3,8,2,103.99,207.98,4,25
5344,2021-12-26,29,16,8,4,20.67,82.68,4,25
5345,2021-12-16,2,6,8,2,25.84,51.68,4,24
5346,2021-12-15,21,19,8,1,22.42,22.42,4,24
5347,2021-12-02,6,19,8,4,33.99,135.96,4,25
5348,2021-12-09,29,8,8,1,78.99,78.99,1,25
5349,2021-12-14,12,5,9,2,22.99,45.98,4,28
5350,2021-12-14,10,16,9,5,12.11,60.55,4,28
5351,2021-12-26,27,18,9,4,16.81,67.24,4,26
5352,2021-12-17,14,9,9,1,93.62,93.62,4,26
5353,2021-12-08,30,13,9,3,63.99,191.97,4,27
5354,2021-12-14,26,1,9,1,1203.99,1203.99,4,27
5355,2021-12-25,1,19,9,2,16.99,33.98,4,26
5356,2021-12-11,13,7,9,2,64.77,129.54,4,26
5357,2021-12-27,18,3,9,4,144.99,579.96,1,27
5358,2021-12-19,9,15,10,4,66.71,266.84,4,29
5359,2021-12-11,13,1,10,2,836.06,1672.12,4,31
5360,2021-12-17,23,19,10,2,24.99,49.98,4,29
5361,2021-12-10,22,2,10,2,65.95,131.9,1,29
5362,2021-12-05,6,8,10,1,34.9,34.9,4,30
5363,2021-12-30,15,16,10,2,17.83,35.66,4,30
5364,2021-12-28,21,3,10,3,112.74,338.22,4,30
5365,2021-12-25,22,6,10,5,16.53,82.65,4,29
5366,2021-12-03,16,5,11,2,18.9,37.8,4,33
5367,2021-12-25,14,18,11,3,14.24,42.72,4,33
5368,2021-12-11,21,5,11,4,20.99,83.96,4,33
5369,2021-12-07,4,2,11,4,87.69,350.76,4,32
5370,2021-12-10,7,2,11,1,56.99,56.99,4,32
5371,2021-12-31,4,18,11,1,11.83,11.83,1,32
5372,2021-12-14,2,3,12,4,81.21,324.84,4,34
5373,2021-12-30,28,13,12,5,43.99,219.95,4,35
5374,2021-12-22,19,19,12,2,16.36,32.72,4,35
5375,2021-12-03,19,18,12,1,11.53,11.53,4,34
5376,2021-12-28,23,4,12,1,155.99,155.99,4,35
5377,2021-12-30,6,20,12,1,40.65,40.65,4,34
5378,2021-12-05,11,19,13,2,27.76,55.52,4,36
5379,2021-12-29,21,8,13,5,73.99,369.95,4,36
5380,2021-12-05,17,2,13,1,74.85,74.85,4,37
5381,2021-12-19,21,10,13,2,57.36,114.72,3,36
5382,2021-12-20,12,9,13,4,122.99,491.96,4,36
5383,2021-12-02,7,20,13,2,35.36,70.72,4,37
5384,2021-12-30,10,4,13,2,144.21,288.42,3,36
5385,2021-12-15,9,3,13,2,77.99,155.98,4,36
5386,2021-12-05,2,2,13,4,107.99,431.96,4,37
5387,2021-12-02,21,9,14,5,190.65,953.25,4,39
5388,2021-12-11,15,18,14,1,8.99,8.99,4,39
5389,2021-12-11,5,19,14,1,28.37,28.37,4,39
5390,2021-12-25,2,6,14,1,26.44,26.44,4,39
5391,2021-12-31,10,18,14,3,10.99,32.97,3,40
5392,2021-12-13,12,17,14,2,20.88,41.76,4,40
5393,2021-12-27,24,12,14,3,507.34,1522.02,4,40
5394,2021-12-17,27,5,15,1,20.99,20.99,2,42
5395,2021-12-18,16,5,15,1,26.49,26.49,4,42
5396,2021-12-02,2,13,15,1,101.99,101.99,4,41
5397,2021-12-26,12,5,15,1,12.99,12.99,4,41
5398,2021-12-22,14,8,15,1,27.99,27.99,3,42
5399,2021-12-22,30,5,15,1,9.14,9.14,4,41
5400,2022-01-06,13,17,1,3,26.45,79.35,4,1
5401,2022-01-05,13,16,1,1,13.99,13.99,4,2
5402,2022-01-31,4,4,1,1,116.14,116.14,4,1
5403,2022-01-19,15,6,1,1,28.82,28.82,4,3
5404,2022-01-12,3,2,1,1,115.4,115.4,4,1
5405,2022-01-15,8,17,1,1,33.99,33.99,4,3
5406,2022-01-03,14,9,1,1,102.99,102.99,4,2
5407,2022-01-05,26,16,1,2,8.99,17.98,4,4
5408,2022-01-14,10,1,1,5,1018.8,5094.0,4,2
5409,2022-01-03,19,15,1,1,33.99,33.99,4,1
5410,2022-01-23,22,10,1,3,55.99,167.97,4,4
5411,2022-01-04,15,6,1,2,27.95,55.9,1,1
5412,2022-01-11,4,18,1,1,7.99,7.99,4,1
5413,2022-01-23,10,17,1,4,53.78,215.12,3,3
5414,2022-01-30,3,5,1,4,25.99,103.96,4,4
5415,2022-01-30,14,1,1,2,985.16,1970.32,4,4
5416,2022-01-18,24,7,1,1,49.0,49.0,4,1
5417,2022-01-03,13,19,1,2,22.99,45.98,4,1
5418,2022-01-04,5,3,1,1,80.99,80.99,4,4
5419,2022-01-21,3,18,1,1,18.25,18.25,4,4
5420,2022-01-13,27,7,1,1,52.37,52.37,4,4
5421,2022-01-28,24,15,1,1,35.99,35.99,2,3
5422,2022-01-18,5,17,1,1,33.99,33.99,4,3
5423,2022-01-23,22,4,1,3,149.7,449.1,4,1
5424,2022-01-10,14,15,1,1,73.99,73.99,4,2
5425,2022-01-27,14,2,1,1,53.99,53.99,4,3
5426,2022-01-09,8,8,1,1,69.91,69.91,4,3
5427,2022-01-30,13,15,1,1,79.73,79.73,4,3
5428,2022-01-11,30,4,1,1,185.63,185.63,4,2
5429,2022-01-11,2,1,1,2,970.99,1941.98,4,3
5430,2022-01-16,30,20,1,4,30.99,123.96,4,1
5431,2022-01-29,21,17,1,3,19.43,58.29,4,1
5432,2022-01-22,16,2,1,2,102.99,205.98,4,4
5433,2022-01-02,26,3,2,5,86.43,432.15,4,6
5434,2022-01-28,21,20,2,2,36.99,73.98,4,7
5435,2022-01-08,21,7,2,1,132.5,132.5,2,8
5436,2022-01-17,5,16,2,3,9.22,27.66,4,7
5437,2022-01-26,2,18,2,5,15.99,79.95,3,7
5438,2022-01-04,20,10,2,2,55.99,111.98,3,8
5439,2022-01-12,1,4,2,3,229.99,689.97,4,7
5440,2022-01-16,5,19,2,2,24.99,49.98,4,5
5441,2022-01-02,7,8,2,1,52.27,52.27,2,6
5442,2022-01-28,26,5,2,1,18.76,18.76,4,8
5443,2022-01-01,18,10,2,2,59.99,119.98,4,5
5444,2022-01-31,4,15,2,4,47.99,191.96,4,8
5445,2022-01-25,6,18,2,1,7.0,7.0,4,6
5446,2022-01-05,27,7,2,2,86.84,173.68,4,6
5447,2022-01-14,15,4,2,5,150.99,754.95,4,5
5448,2022-01-16,16,15,2,1,47.93,47.93,4,6
5449,2022-01-28,30,5,2,3,14.99,44.97,4,5
5450,2022-01-06,20,2,2,4,68.99,275.96,4,6
5451,2022-01-03,20,13,2,1,43.03,43.03,4,7
5452,2022-01-19,28,3,2,1,145.99,145.99,4,7
5453,2022-01-28,12,16,2,3,19.83,59.49,4,7
5454,2022-01-26,20,20,2,2,31.99,63.98,4,6
5455,2022-01-19,5,7,2,2,117.95,235.9,4,6
5456,2022-01-29,19,2,2,1,73.99,73.99,4,6
5457,2022-01-03,7,5,2,1,17.99,17.99,4,5
5458,2022-01-22,28,2,2,2,95.14,190.28,4,7
5459,2022-01-27,24,6,2,1,12.63,12.63,4,5
5460,2022-01-28,2,4,2,3,202.99,608.97,4,8
5461,2022-01-26,25,9,2,1,176.99,176.99,4,7
5462,2022-01-17,18,20,2,5,19.74,98.7,4,8
5463,2022-01-31,14,20,2,1,32.19,32.19,4,6
5464,2022-01-26,15,13,2,1,87.99,87.99,4,5
5465,2022-01-18,23,6,2,2,14.13,28.26,4,6
5466,2022-01-15,26,18,2,2,8.15,16.3,4,6
5467,2022-01-22,9,5,3,1,24.99,24.99,2,10
5468,2022-01-29,1,20,3,4,38.99,155.96,4,10
5469,2022-01-17,7,3,3,2,68.99,137.98,4,10
5470,2022-01-22,6,11,3,2,330.32,660.64,1,11
5471,2022-01-24,9,19,3,2,38.38,76.76,4,10
5472,2022-01-17,12,9,3,2,197.97,395.94,4,9
5473,2022-01-11,26,18,3,1,7.4,7.4,4,9
5474,2022-01-14,16,15,3,2,68.75,137.5,4,9
5475,2022-01-08,19,3,3,3,128.7,386.1,4,9
5476,2022-01-19,24,6,3,1,14.99,14.99,4,9
5477,2022-01-07,2,5,3,2,21.46,42.92,1,9
5478,2022-01-16,21,12,3,1,447.76,447.76,4,9
5479,2022-01-02,10,19,3,2,14.99,29.98,1,10
5480,2022-01-27,23,5,3,1,16.99,16.99,4,10
5481,2022-01-05,26,7,3,1,94.99,94.99,4,10
5482,2022-01-22,11,13,3,4,69.77,279.08,4,11
5483,2022-01-21,1,3,3,5,149.65,748.25,2,10
