Date,Year,Quarter,Quarter (Text),Month,Month Name,Month Short Name,Week of Year,Day
2021-05-15,2021,2,Q2,5,May,May,19,15
2021-05-16,2021,2,Q2,5,May,May,19,16
2021-05-17,2021,2,Q2,5,May,May,20,17
2021-05-18,2021,2,Q2,5,May,May,20,18
2021-05-19,2021,2,Q2,5,May,May,20,19
2021-05-20,2021,2,Q2,5,May,May,20,20
2021-05-21,2021,2,Q2,5,May,May,20,21
2021-05-22,2021,2,Q2,5,May,May,20,22
2021-05-23,2021,2,Q2,5,May,May,20,23
2021-05-24,2021,2,Q2,5,May,May,21,24
2021-05-25,2021,2,Q2,5,May,May,21,25
2021-05-26,2021,2,Q2,5,May,May,21,26
2021-05-27,2021,2,Q2,5,May,May,21,27
2021-05-28,2021,2,Q2,5,May,May,21,28
2021-05-29,2021,2,Q2,5,May,May,21,29
2021-05-30,2021,2,Q2,5,May,May,21,30
2021-05-31,2021,2,Q2,5,May,May,22,31
2021-06-01,2021,2,Q2,6,June,Jun,22,1
2021-06-02,2021,2,Q2,6,June,Jun,22,2
2021-06-03,2021,2,Q2,6,June,Jun,22,3
2021-06-04,2021,2,Q2,6,June,Jun,22,4
2021-06-05,2021,2,Q2,6,June,Jun,22,5
2021-06-06,2021,2,Q2,6,June,Jun,22,6
2021-06-07,2021,2,Q2,6,June,Jun,23,7
2021-06-08,2021,2,Q2,6,June,Jun,23,8
2021-06-09,2021,2,Q2,6,June,Jun,23,9
2021-06-10,2021,2,Q2,6,June,Jun,23,10
2021-06-11,2021,2,Q2,6,June,Jun,23,11
2021-06-12,2021,2,Q2,6,June,Jun,23,12
2021-06-13,2021,2,Q2,6,June,Jun,23,13
2021-06-14,2021,2,Q2,6,June,Jun,24,14
2021-06-15,2021,2,Q2,6,June,Jun,24,15
2021-06-16,2021,2,Q2,6,June,Jun,24,16
2021-06-17,2021,2,Q2,6,June,Jun,24,17
2021-06-18,2021,2,Q2,6,June,Jun,24,18
2021-06-19,2021,2,Q2,6,June,Jun,24,19
2021-06-20,2021,2,Q2,6,June,Jun,24,20
2021-06-21,2021,2,Q2,6,June,Jun,25,21
2021-06-22,2021,2,Q2,6,June,Jun,25,22
2021-06-23,2021,2,Q2,6,June,Jun,25,23
2021-06-24,2021,2,Q2,6,June,Jun,25,24
2021-06-25,2021,2,Q2,6,June,Jun,25,25
2021-06-26,2021,2,Q2,6,June,Jun,25,26
2021-06-27,2021,2,Q2,6,June,Jun,25,27
2021-06-28,2021,2,Q2,6,June,Jun,26,28
2021-06-29,2021,2,Q2,6,June,Jun,26,29
2021-06-30,2021,2,Q2,6,June,Jun,26,30
2021-07-01,2021,3,Q3,7,July,Jul,26,1
2021-07-02,2021,3,Q3,7,July,Jul,26,2
2021-07-03,2021,3,Q3,7,July,Jul,26,3
2021-07-04,2021,3,Q3,7,July,Jul,26,4
2021-07-05,2021,3,Q3,7,July,Jul,27,5
2021-07-06,2021,3,Q3,7,July,Jul,27,6
2021-07-07,2021,3,Q3,7,July,Jul,27,7
2021-07-08,2021,3,Q3,7,July,Jul,27,8
2021-07-09,2021,3,Q3,7,July,Jul,27,9
2021-07-10,2021,3,Q3,7,July,Jul,27,10
2021-07-11,2021,3,Q3,7,July,Jul,27,11
2021-07-12,2021,3,Q3,7,July,Jul,28,12
2021-07-13,2021,3,Q3,7,July,Jul,28,13
2021-07-14,2021,3,Q3,7,July,Jul,28,14
2021-07-15,2021,3,Q3,7,July,Jul,28,15
2021-07-16,2021,3,Q3,7,July,Jul,28,16
2021-07-17,2021,3,Q3,7,July,Jul,28,17
2021-07-18,2021,3,Q3,7,July,Jul,28,18
2021-07-19,2021,3,Q3,7,July,Jul,29,19
2021-07-20,2021,3,Q3,7,July,Jul,29,20
2021-07-21,2021,3,Q3,7,July,Jul,29,21
2021-07-22,2021,3,Q3,7,July,Jul,29,22
2021-07-23,2021,3,Q3,7,July,Jul,29,23
2021-07-24,2021,3,Q3,7,July,Jul,29,24
2021-07-25,2021,3,Q3,7,July,Jul,29,25
2021-07-26,2021,3,Q3,7,July,Jul,30,26
2021-07-27,2021,3,Q3,7,July,Jul,30,27
2021-07-28,2021,3,Q3,7,July,Jul,30,28
2021-07-29,2021,3,Q3,7,July,Jul,30,29
2021-07-30,2021,3,Q3,7,July,Jul,30,30
2021-07-31,2021,3,Q3,7,July,Jul,30,31
2021-08-01,2021,3,Q3,8,August,Aug,30,1
2021-08-02,2021,3,Q3,8,August,Aug,31,2
2021-08-03,2021,3,Q3,8,August,Aug,31,3
2021-08-04,2021,3,Q3,8,August,Aug,31,4
2021-08-05,2021,3,Q3,8,August,Aug,31,5
2021-08-06,2021,3,Q3,8,August,Aug,31,6
2021-08-07,2021,3,Q3,8,August,Aug,31,7
2021-08-08,2021,3,Q3,8,August,Aug,31,8
2021-08-09,2021,3,Q3,8,August,Aug,32,9
2021-08-10,2021,3,Q3,8,August,Aug,32,10
2021-08-11,2021,3,Q3,8,August,Aug,32,11
2021-08-12,2021,3,Q3,8,August,Aug,32,12
2021-08-13,2021,3,Q3,8,August,Aug,32,13
2021-08-14,2021,3,Q3,8,August,Aug,32,14
2021-08-15,2021,3,Q3,8,August,Aug,32,15
2021-08-16,2021,3,Q3,8,August,Aug,33,16
2021-08-17,2021,3,Q3,8,August,Aug,33,17
2021-08-18,2021,3,Q3,8,August,Aug,33,18
2021-08-19,2021,3,Q3,8,August,Aug,33,19
2021-08-20,2021,3,Q3,8,August,Aug,33,20
2021-08-21,2021,3,Q3,8,August,Aug,33,21
2021-08-22,2021,3,Q3,8,August,Aug,33,22
2021-08-23,2021,3,Q3,8,August,Aug,34,23
2021-08-24,2021,3,Q3,8,August,Aug,34,24
2021-08-25,2021,3,Q3,8,August,Aug,34,25
2021-08-26,2021,3,Q3,8,August,Aug,34,26
2021-08-27,2021,3,Q3,8,August,Aug,34,27
2021-08-28,2021,3,Q3,8,August,Aug,34,28
2021-08-29,2021,3,Q3,8,August,Aug,34,29
2021-08-30,2021,3,Q3,8,August,Aug,35,30
2021-08-31,2021,3,Q3,8,August,Aug,35,31
2021-09-01,2021,3,Q3,9,September,Sep,35,1
2021-09-02,2021,3,Q3,9,September,Sep,35,2
2021-09-03,2021,3,Q3,9,September,Sep,35,3
2021-09-04,2021,3,Q3,9,September,Sep,35,4
2021-09-05,2021,3,Q3,9,September,Sep,35,5
2021-09-06,2021,3,Q3,9,September,Sep,36,6
2021-09-07,2021,3,Q3,9,September,Sep,36,7
2021-09-08,2021,3,Q3,9,September,Sep,36,8
2021-09-09,2021,3,Q3,9,September,Sep,36,9
2021-09-10,2021,3,Q3,9,September,Sep,36,10
2021-09-11,2021,3,Q3,9,September,Sep,36,11
2021-09-12,2021,3,Q3,9,September,Sep,36,12
2021-09-13,2021,3,Q3,9,September,Sep,37,13
2021-09-14,2021,3,Q3,9,September,Sep,37,14
2021-09-15,2021,3,Q3,9,September,Sep,37,15
2021-09-16,2021,3,Q3,9,September,Sep,37,16
2021-09-17,2021,3,Q3,9,September,Sep,37,17
2021-09-18,2021,3,Q3,9,September,Sep,37,18
2021-09-19,2021,3,Q3,9,September,Sep,37,19
2021-09-20,2021,3,Q3,9,September,Sep,38,20
2021-09-21,2021,3,Q3,9,September,Sep,38,21
2021-09-22,2021,3,Q3,9,September,Sep,38,22
2021-09-23,2021,3,Q3,9,September,Sep,38,23
2021-09-24,2021,3,Q3,9,September,Sep,38,24
2021-09-25,2021,3,Q3,9,September,Sep,38,25
2021-09-26,2021,3,Q3,9,September,Sep,38,26
2021-09-27,2021,3,Q3,9,September,Sep,39,27
2021-09-28,2021,3,Q3,9,September,Sep,39,28
2021-09-29,2021,3,Q3,9,September,Sep,39,29
2021-09-30,2021,3,Q3,9,September,Sep,39,30
2021-10-01,2021,4,Q4,10,October,Oct,39,1
2021-10-02,2021,4,Q4,10,October,Oct,39,2
2021-10-03,2021,4,Q4,10,October,Oct,39,3
2021-10-04,2021,4,Q4,10,October,Oct,40,4
2021-10-05,2021,4,Q4,10,October,Oct,40,5
2021-10-06,2021,4,Q4,10,October,Oct,40,6
2021-10-07,2021,4,Q4,10,October,Oct,40,7
2021-10-08,2021,4,Q4,10,October,Oct,40,8
2021-10-09,2021,4,Q4,10,October,Oct,40,9
2021-10-10,2021,4,Q4,10,October,Oct,40,10
2021-10-11,2021,4,Q4,10,October,Oct,41,11
2021-10-12,2021,4,Q4,10,October,Oct,41,12
2021-10-13,2021,4,Q4,10,October,Oct,41,13
2021-10-14,2021,4,Q4,10,October,Oct,41,14
2021-10-15,2021,4,Q4,10,October,Oct,41,15
2021-10-16,2021,4,Q4,10,October,Oct,41,16
2021-10-17,2021,4,Q4,10,October,Oct,41,17
2021-10-18,2021,4,Q4,10,October,Oct,42,18
2021-10-19,2021,4,Q4,10,October,Oct,42,19
2021-10-20,2021,4,Q4,10,October,Oct,42,20
2021-10-21,2021,4,Q4,10,October,Oct,42,21
2021-10-22,2021,4,Q4,10,October,Oct,42,22
2021-10-23,2021,4,Q4,10,October,Oct,42,23
2021-10-24,2021,4,Q4,10,October,Oct,42,24
2021-10-25,2021,4,Q4,10,October,Oct,43,25
2021-10-26,2021,4,Q4,10,October,Oct,43,26
2021-10-27,2021,4,Q4,10,October,Oct,43,27
2021-10-28,2021,4,Q4,10,October,Oct,43,28
2021-10-29,2021,4,Q4,10,October,Oct,43,29
2021-10-30,2021,4,Q4,10,October,Oct,43,30
2021-10-31,2021,4,Q4,10,October,Oct,43,31
2021-11-01,2021,4,Q4,11,November,Nov,44,1
2021-11-02,2021,4,Q4,11,November,Nov,44,2
2021-11-03,2021,4,Q4,11,November,Nov,44,3
2021-11-04,2021,4,Q4,11,November,Nov,44,4
2021-11-05,2021,4,Q4,11,November,Nov,44,5
2021-11-06,2021,4,Q4,11,November,Nov,44,6
2021-11-07,2021,4,Q4,11,November,Nov,44,7
2021-11-08,2021,4,Q4,11,November,Nov,45,8
2021-11-09,2021,4,Q4,11,November,Nov,45,9
2021-11-10,2021,4,Q4,11,November,Nov,45,10
2021-11-11,2021,4,Q4,11,November,Nov,45,11
2021-11-12,2021,4,Q4,11,November,Nov,45,12
2021-11-13,2021,4,Q4,11,November,Nov,45,13
2021-11-14,2021,4,Q4,11,November,Nov,45,14
2021-11-15,2021,4,Q4,11,November,Nov,46,15
2021-11-16,2021,4,Q4,11,November,Nov,46,16
2021-11-17,2021,4,Q4,11,November,Nov,46,17
2021-11-18,2021,4,Q4,11,November,Nov,46,18
2021-11-19,2021,4,Q4,11,November,Nov,46,19
2021-11-20,2021,4,Q4,11,November,Nov,46,20
2021-11-21,2021,4,Q4,11,November,Nov,46,21
2021-11-22,2021,4,Q4,11,November,Nov,47,22
2021-11-23,2021,4,Q4,11,November,Nov,47,23
2021-11-24,2021,4,Q4,11,November,Nov,47,24
2021-11-25,2021,4,Q4,11,November,Nov,47,25
2021-11-26,2021,4,Q4,11,November,Nov,47,26
2021-11-27,2021,4,Q4,11,November,Nov,47,27
2021-11-28,2021,4,Q4,11,November,Nov,47,28
2021-11-29,2021,4,Q4,11,November,Nov,48,29
2021-11-30,2021,4,Q4,11,November,Nov,48,30
2021-12-01,2021,4,Q4,12,December,Dec,48,1
2021-12-02,2021,4,Q4,12,December,Dec,48,2
2021-12-03,2021,4,Q4,12,December,Dec,48,3
2021-12-04,2021,4,Q4,12,December,Dec,48,4
2021-12-05,2021,4,Q4,12,December,Dec,48,5
2021-12-06,2021,4,Q4,12,December,Dec,49,6
2021-12-07,2021,4,Q4,12,December,Dec,49,7
2021-12-08,2021,4,Q4,12,December,Dec,49,8
2021-12-09,2021,4,Q4,12,December,Dec,49,9
2021-12-10,2021,4,Q4,12,December,Dec,49,10
2021-12-11,2021,4,Q4,12,December,Dec,49,11
2021-12-12,2021,4,Q4,12,December,Dec,49,12
2021-12-13,2021,4,Q4,12,December,Dec,50,13
2021-12-14,2021,4,Q4,12,December,Dec,50,14
2021-12-15,2021,4,Q4,12,December,Dec,50,15
2021-12-16,2021,4,Q4,12,December,Dec,50,16
2021-12-17,2021,4,Q4,12,December,Dec,50,17
2021-12-18,2021,4,Q4,12,December,Dec,50,18
2021-12-19,2021,4,Q4,12,December,Dec,50,19
2021-12-20,2021,4,Q4,12,December,Dec,51,20
2021-12-21,2021,4,Q4,12,December,Dec,51,21
2021-12-22,2021,4,Q4,12,December,Dec,51,22
2021-12-23,2021,4,Q4,12,December,Dec,51,23
2021-12-24,2021,4,Q4,12,December,Dec,51,24
2021-12-25,2021,4,Q4,12,December,Dec,51,25
2021-12-26,2021,4,Q4,12,December,Dec,51,26
2021-12-27,2021,4,Q4,12,December,Dec,52,27
2021-12-28,2021,4,Q4,12,December,Dec,52,28
2021-12-29,2021,4,Q4,12,December,Dec,52,29
2021-12-30,2021,4,Q4,12,December,Dec,52,30
2021-12-31,2021,4,Q4,12,December,Dec,52,31
2022-01-01,2022,1,Q1,1,January,Jan,0,1
2022-01-02,2022,1,Q1,1,January,Jan,0,2
2022-01-03,2022,1,Q1,1,January,Jan,1,3
2022-01-04,2022,1,Q1,1,January,Jan,1,4
2022-01-05,2022,1,Q1,1,January,Jan,1,5
2022-01-06,2022,1,Q1,1,January,Jan,1,6
2022-01-07,2022,1,Q1,1,January,Jan,1,7
2022-01-08,2022,1,Q1,1,January,Jan,1,8
2022-01-09,2022,1,Q1,1,January,Jan,1,9
2022-01-10,2022,1,Q1,1,January,Jan,2,10
2022-01-11,2022,1,Q1,1,January,Jan,2,11
2022-01-12,2022,1,Q1,1,January,Jan,2,12
2022-01-13,2022,1,Q1,1,January,Jan,2,13
2022-01-14,2022,1,Q1,1,January,Jan,2,14
2022-01-15,2022,1,Q1,1,January,Jan,2,15
2022-01-16,2022,1,Q1,1,January,Jan,2,16
2022-01-17,2022,1,Q1,1,January,Jan,3,17
2022-01-18,2022,1,Q1,1,January,Jan,3,18
2022-01-19,2022,1,Q1,1,January,Jan,3,19
2022-01-20,2022,1,Q1,1,January,Jan,3,20
2022-01-21,2022,1,Q1,1,January,Jan,3,21
2022-01-22,2022,1,Q1,1,January,Jan,3,22
2022-01-23,2022,1,Q1,1,January,Jan,3,23
2022-01-24,2022,1,Q1,1,January,Jan,4,24
2022-01-25,2022,1,Q1,1,January,Jan,4,25
2022-01-26,2022,1,Q1,1,January,Jan,4,26
2022-01-27,2022,1,Q1,1,January,Jan,4,27
2022-01-28,2022,1,Q1,1,January,Jan,4,28
2022-01-29,2022,1,Q1,1,January,Jan,4,29
2022-01-30,2022,1,Q1,1,January,Jan,4,30
2022-01-31,2022,1,Q1,1,January,Jan,5,31
2022-02-01,2022,1,Q1,2,February,Feb,5,1
2022-02-02,2022,1,Q1,2,February,Feb,5,2
2022-02-03,2022,1,Q1,2,February,Feb,5,3
2022-02-04,2022,1,Q1,2,February,Feb,5,4
2022-02-05,2022,1,Q1,2,February,Feb,5,5
2022-02-06,2022,1,Q1,2,February,Feb,5,6
2022-02-07,2022,1,Q1,2,February,Feb,6,7
2022-02-08,2022,1,Q1,2,February,Feb,6,8
2022-02-09,2022,1,Q1,2,February,Feb,6,9
2022-02-10,2022,1,Q1,2,February,Feb,6,10
2022-02-11,2022,1,Q1,2,February,Feb,6,11
2022-02-12,2022,1,Q1,2,February,Feb,6,12
2022-02-13,2022,1,Q1,2,February,Feb,6,13
2022-02-14,2022,1,Q1,2,February,Feb,7,14
2022-02-15,2022,1,Q1,2,February,Feb,7,15
2022-02-16,2022,1,Q1,2,February,Feb,7,16
2022-02-17,2022,1,Q1,2,February,Feb,7,17
2022-02-18,2022,1,Q1,2,February,Feb,7,18
2022-02-19,2022,1,Q1,2,February,Feb,7,19
2022-02-20,2022,1,Q1,2,February,Feb,7,20
2022-02-21,2022,1,Q1,2,February,Feb,8,21
2022-02-22,2022,1,Q1,2,February,Feb,8,22
2022-02-23,2022,1,Q1,2,February,Feb,8,23
2022-02-24,2022,1,Q1,2,February,Feb,8,24
2022-02-25,2022,1,Q1,2,February,Feb,8,25
2022-02-26,2022,1,Q1,2,February,Feb,8,26
2022-02-27,2022,1,Q1,2,February,Feb,8,27
2022-02-28,2022,1,Q1,2,February,Feb,9,28
2022-03-01,2022,1,Q1,3,March,Mar,9,1
2022-03-02,2022,1,Q1,3,March,Mar,9,2
2022-03-03,2022,1,Q1,3,March,Mar,9,3
2022-03-04,2022,1,Q1,3,March,Mar,9,4
2022-03-05,2022,1,Q1,3,March,Mar,9,5
2022-03-06,2022,1,Q1,3,March,Mar,9,6
2022-03-07,2022,1,Q1,3,March,Mar,10,7
2022-03-08,2022,1,Q1,3,March,Mar,10,8
2022-03-09,2022,1,Q1,3,March,Mar,10,9
2022-03-10,2022,1,Q1,3,March,Mar,10,10
2022-03-11,2022,1,Q1,3,March,Mar,10,11
2022-03-12,2022,1,Q1,3,March,Mar,10,12
2022-03-13,2022,1,Q1,3,March,Mar,10,13
2022-03-14,2022,1,Q1,3,March,Mar,11,14
2022-03-15,2022,1,Q1,3,March,Mar,11,15
2022-03-16,2022,1,Q1,3,March,Mar,11,16
2022-03-17,2022,1,Q1,3,March,Mar,11,17
2022-03-18,2022,1,Q1,3,March,Mar,11,18
2022-03-19,2022,1,Q1,3,March,Mar,11,19
2022-03-20,2022,1,Q1,3,March,Mar,11,20
2022-03-21,2022,1,Q1,3,March,Mar,12,21
2022-03-22,2022,1,Q1,3,March,Mar,12,22
2022-03-23,2022,1,Q1,3,March,Mar,12,23
2022-03-24,2022,1,Q1,3,March,Mar,12,24
2022-03-25,2022,1,Q1,3,March,Mar,12,25
2022-03-26,2022,1,Q1,3,March,Mar,12,26
2022-03-27,2022,1,Q1,3,March,Mar,12,27
2022-03-28,2022,1,Q1,3,March,Mar,13,28
2022-03-29,2022,1,Q1,3,March,Mar,13,29
2022-03-30,2022,1,Q1,3,March,Mar,13,30
2022-03-31,2022,1,Q1,3,March,Mar,13,31
2022-04-01,2022,2,Q2,4,April,Apr,13,1
2022-04-02,2022,2,Q2,4,April,Apr,13,2
2022-04-03,2022,2,Q2,4,April,Apr,13,3
2022-04-04,2022,2,Q2,4,April,Apr,14,4
2022-04-05,2022,2,Q2,4,April,Apr,14,5
2022-04-06,2022,2,Q2,4,April,Apr,14,6
2022-04-07,2022,2,Q2,4,April,Apr,14,7
2022-04-08,2022,2,Q2,4,April,Apr,14,8
2022-04-09,2022,2,Q2,4,April,Apr,14,9
2022-04-10,2022,2,Q2,4,April,Apr,14,10
2022-04-11,2022,2,Q2,4,April,Apr,15,11
2022-04-12,2022,2,Q2,4,April,Apr,15,12
2022-04-13,2022,2,Q2,4,April,Apr,15,13
2022-04-14,2022,2,Q2,4,April,Apr,15,14
2022-04-15,2022,2,Q2,4,April,Apr,15,15
2022-04-16,2022,2,Q2,4,April,Apr,15,16
2022-04-17,2022,2,Q2,4,April,Apr,15,17
2022-04-18,2022,2,Q2,4,April,Apr,16,18
2022-04-19,2022,2,Q2,4,April,Apr,16,19
2022-04-20,2022,2,Q2,4,April,Apr,16,20
2022-04-21,2022,2,Q2,4,April,Apr,16,21
2022-04-22,2022,2,Q2,4,April,Apr,16,22
2022-04-23,2022,2,Q2,4,April,Apr,16,23
2022-04-24,2022,2,Q2,4,April,Apr,16,24
2022-04-25,2022,2,Q2,4,April,Apr,17,25
2022-04-26,2022,2,Q2,4,April,Apr,17,26
2022-04-27,2022,2,Q2,4,April,Apr,17,27
2022-04-28,2022,2,Q2,4,April,Apr,17,28
2022-04-29,2022,2,Q2,4,April,Apr,17,29
2022-04-30,2022,2,Q2,4,April,Apr,17,30
2022-05-01,2022,2,Q2,5,May,May,17,1
2022-05-02,2022,2,Q2,5,May,May,18,2
2022-05-03,2022,2,Q2,5,May,May,18,3
2022-05-04,2022,2,Q2,5,May,May,18,4
2022-05-05,2022,2,Q2,5,May,May,18,5
2022-05-06,2022,2,Q2,5,May,May,18,6
2022-05-07,2022,2,Q2,5,May,May,18,7
2022-05-08,2022,2,Q2,5,May,May,18,8
2022-05-09,2022,2,Q2,5,May,May,19,9
2022-05-10,2022,2,Q2,5,May,May,19,10
2022-05-11,2022,2,Q2,5,May,May,19,11
2022-05-12,2022,2,Q2,5,May,May,19,12
2022-05-13,2022,2,Q2,5,May,May,19,13
2022-05-14,2022,2,Q2,5,May,May,19,14
2022-05-15,2022,2,Q2,5,May,May,19,15
2022-05-16,2022,2,Q2,5,May,May,20,16
2022-05-17,2022,2,Q2,5,May,May,20,17
2022-05-18,2022,2,Q2,5,May,May,20,18
2022-05-19,2022,2,Q2,5,May,May,20,19
2022-05-20,2022,2,Q2,5,May,May,20,20
2022-05-21,2022,2,Q2,5,May,May,20,21
2022-05-22,2022,2,Q2,5,May,May,20,22
2022-05-23,2022,2,Q2,5,May,May,21,23
2022-05-24,2022,2,Q2,5,May,May,21,24
2022-05-25,2022,2,Q2,5,May,May,21,25
2022-05-26,2022,2,Q2,5,May,May,21,26
2022-05-27,2022,2,Q2,5,May,May,21,27
2022-05-28,2022,2,Q2,5,May,May,21,28
2022-05-29,2022,2,Q2,5,May,May,21,29
2022-05-30,2022,2,Q2,5,May,May,22,30
2022-05-31,2022,2,Q2,5,May,May,22,31
2022-06-01,2022,2,Q2,6,June,Jun,22,1
2022-06-02,2022,2,Q2,6,June,Jun,22,2
2022-06-03,2022,2,Q2,6,June,Jun,22,3
2022-06-04,2022,2,Q2,6,June,Jun,22,4
2022-06-05,2022,2,Q2,6,June,Jun,22,5
2022-06-06,2022,2,Q2,6,June,Jun,23,6
2022-06-07,2022,2,Q2,6,June,Jun,23,7
2022-06-08,2022,2,Q2,6,June,Jun,23,8
2022-06-09,2022,2,Q2,6,June,Jun,23,9
2022-06-10,2022,2,Q2,6,June,Jun,23,10
2022-06-11,2022,2,Q2,6,June,Jun,23,11
2022-06-12,2022,2,Q2,6,June,Jun,23,12
2022-06-13,2022,2,Q2,6,June,Jun,24,13
2022-06-14,2022,2,Q2,6,June,Jun,24,14
2022-06-15,2022,2,Q2,6,June,Jun,24,15
2022-06-16,2022,2,Q2,6,June,Jun,24,16
2022-06-17,2022,2,Q2,6,June,Jun,24,17
2022-06-18,2022,2,Q2,6,June,Jun,24,18
2022-06-19,2022,2,Q2,6,June,Jun,24,19
2022-06-20,2022,2,Q2,6,June,Jun,25,20
2022-06-21,2022,2,Q2,6,June,Jun,25,21
2022-06-22,2022,2,Q2,6,June,Jun,25,22
2022-06-23,2022,2,Q2,6,June,Jun,25,23
2022-06-24,2022,2,Q2,6,June,Jun,25,24
2022-06-25,2022,2,Q2,6,June,Jun,25,25
2022-06-26,2022,2,Q2,6,June,Jun,25,26
2022-06-27,2022,2,Q2,6,June,Jun,26,27
2022-06-28,2022,2,Q2,6,June,Jun,26,28
2022-06-29,2022,2,Q2,6,June,Jun,26,29
2022-06-30,2022,2,Q2,6,June,Jun,26,30
2022-07-01,2022,3,Q3,7,July,Jul,26,1
2022-07-02,2022,3,Q3,7,July,Jul,26,2
2022-07-03,2022,3,Q3,7,July,Jul,26,3
2022-07-04,2022,3,Q3,7,July,Jul,27,4
2022-07-05,2022,3,Q3,7,July,Jul,27,5
2022-07-06,2022,3,Q3,7,July,Jul,27,6
2022-07-07,2022,3,Q3,7,July,Jul,27,7
2022-07-08,2022,3,Q3,7,July,Jul,27,8
2022-07-09,2022,3,Q3,7,July,Jul,27,9
2022-07-10,2022,3,Q3,7,July,Jul,27,10
2022-07-11,2022,3,Q3,7,July,Jul,28,11
2022-07-12,2022,3,Q3,7,July,Jul,28,12
2022-07-13,2022,3,Q3,7,July,Jul,28,13
2022-07-14,2022,3,Q3,7,July,Jul,28,14
2022-07-15,2022,3,Q3,7,July,Jul,28,15
2022-07-16,2022,3,Q3,7,July,Jul,28,16
2022-07-17,2022,3,Q3,7,July,Jul,28,17
2022-07-18,2022,3,Q3,7,July,Jul,29,18
2022-07-19,2022,3,Q3,7,July,Jul,29,19
2022-07-20,2022,3,Q3,7,July,Jul,29,20
2022-07-21,2022,3,Q3,7,July,Jul,29,21
2022-07-22,2022,3,Q3,7,July,Jul,29,22
2022-07-23,2022,3,Q3,7,July,Jul,29,23
2022-07-24,2022,3,Q3,7,July,Jul,29,24
2022-07-25,2022,3,Q3,7,July,Jul,30,25
2022-07-26,2022,3,Q3,7,July,Jul,30,26
2022-07-27,2022,3,Q3,7,July,Jul,30,27
2022-07-28,2022,3,Q3,7,July,Jul,30,28
2022-07-29,2022,3,Q3,7,July,Jul,30,29
2022-07-30,2022,3,Q3,7,July,Jul,30,30
2022-07-31,2022,3,Q3,7,July,Jul,30,31
2022-08-01,2022,3,Q3,8,August,Aug,31,1
2022-08-02,2022,3,Q3,8,August,Aug,31,2
2022-08-03,2022,3,Q3,8,August,Aug,31,3
2022-08-04,2022,3,Q3,8,August,Aug,31,4
2022-08-05,2022,3,Q3,8,August,Aug,31,5
2022-08-06,2022,3,Q3,8,August,Aug,31,6
2022-08-07,2022,3,Q3,8,August,Aug,31,7
2022-08-08,2022,3,Q3,8,August,Aug,32,8
2022-08-09,2022,3,Q3,8,August,Aug,32,9
2022-08-10,2022,3,Q3,8,August,Aug,32,10
2022-08-11,2022,3,Q3,8,August,Aug,32,11
2022-08-12,2022,3,Q3,8,August,Aug,32,12
2022-08-13,2022,3,Q3,8,August,Aug,32,13
2022-08-14,2022,3,Q3,8,August,Aug,32,14
2022-08-15,2022,3,Q3,8,August,Aug,33,15
2022-08-16,2022,3,Q3,8,August,Aug,33,16
2022-08-17,2022,3,Q3,8,August,Aug,33,17
2022-08-18,2022,3,Q3,8,August,Aug,33,18
2022-08-19,2022,3,Q3,8,August,Aug,33,19
2022-08-20,2022,3,Q3,8,August,Aug,33,20
2022-08-21,2022,3,Q3,8,August,Aug,33,21
2022-08-22,2022,3,Q3,8,August,Aug,34,22
2022-08-23,2022,3,Q3,8,August,Aug,34,23
2022-08-24,2022,3,Q3,8,August,Aug,34,24
2022-08-25,2022,3,Q3,8,August,Aug,34,25
2022-08-26,2022,3,Q3,8,August,Aug,34,26
2022-08-27,2022,3,Q3,8,August,Aug,34,27
2022-08-28,2022,3,Q3,8,August,Aug,34,28
2022-08-29,2022,3,Q3,8,August,Aug,35,29
2022-08-30,2022,3,Q3,8,August,Aug,35,30
2022-08-31,2022,3,Q3,8,August,Aug,35,31
2022-09-01,2022,3,Q3,9,September,Sep,35,1
2022-09-02,2022,3,Q3,9,September,Sep,35,2
2022-09-03,2022,3,Q3,9,September,Sep,35,3
2022-09-04,2022,3,Q3,9,September,Sep,35,4
2022-09-05,2022,3,Q3,9,September,Sep,36,5
2022-09-06,2022,3,Q3,9,September,Sep,36,6
2022-09-07,2022,3,Q3,9,September,Sep,36,7
2022-09-08,2022,3,Q3,9,September,Sep,36,8
2022-09-09,2022,3,Q3,9,September,Sep,36,9
2022-09-10,2022,3,Q3,9,September,Sep,36,10
2022-09-11,2022,3,Q3,9,September,Sep,36,11
2022-09-12,2022,3,Q3,9,September,Sep,37,12
2022-09-13,2022,3,Q3,9,September,Sep,37,13
2022-09-14,2022,3,Q3,9,September,Sep,37,14
2022-09-15,2022,3,Q3,9,September,Sep,37,15
2022-09-16,2022,3,Q3,9,September,Sep,37,16
2022-09-17,2022,3,Q3,9,September,Sep,37,17
2022-09-18,2022,3,Q3,9,September,Sep,37,18
2022-09-19,2022,3,Q3,9,September,Sep,38,19
2022-09-20,2022,3,Q3,9,September,Sep,38,20
2022-09-21,2022,3,Q3,9,September,Sep,38,21
2022-09-22,2022,3,Q3,9,September,Sep,38,22
2022-09-23,2022,3,Q3,9,September,Sep,38,23
2022-09-24,2022,3,Q3,9,September,Sep,38,24
2022-09-25,2022,3,Q3,9,September,Sep,38,25
2022-09-26,2022,3,Q3,9,September,Sep,39,26
2022-09-27,2022,3,Q3,9,September,Sep,39,27
